T(C),b(CaO),b(SiO2),b(H2O),Vol(aq),pH,nCa(aq),nCa(s),nSi(aq),nSi(s_reac),nPortlandite,nAmor-Sl,mCSHQ,nCa(CSHQ),nSi(CSHQ),nH2O(CSHQ),C/S(CSHQ),nGelPW(CSH)
25.0,0.1345315,0.5028421,2.803312,0.045191,9.793654,4.741807e-05,0.1344841,0.0001780566,0.502664,0.0,0.303398,0.02495871,0.1344841,0.199266,0.3022119,0.6748972,0.1032546
25.0,0.1773821,0.4587106,4.85065,0.08044483,9.793657,8.443371e-05,0.1772977,0.0003170026,0.4583936,0.0,0.1956904,0.03290443,0.1772977,0.2627032,0.3984223,0.6748972,0.1361262
25.0,0.1108789,0.4522838,5.83412,0.1009157,9.793655,0.0001059008,0.110773,0.0003976495,0.4518862,0.0,0.2877531,0.0205582,0.110773,0.1641331,0.2489284,0.6748974,0.08504967
25.0,0.2184947,0.4385622,6.540836,0.1093158,9.793658,0.000114745,0.21838,0.0004307894,0.4381314,0.0,0.1145563,0.04052883,0.21838,0.3235751,0.4907422,0.6748972,0.1676685
25.0,0.1313526,0.5464196,6.10318,0.1049461,9.793655,0.0001101302,0.1312425,0.000413535,0.5460061,0.0,0.3515432,0.0243571,0.1312425,0.1944628,0.2949273,0.6748974,0.1007658
25.0,0.2574329,0.6100991,3.37386,0.05050994,9.793658,5.301554e-05,0.2573799,0.0001990401,0.6099001,0.0,0.2285385,0.04776678,0.2573799,0.3813616,0.5783826,0.6748972,0.197612
25.0,0.171522,0.5513934,4.373079,0.07205344,9.793655,7.561329e-05,0.1714464,0.0002839145,0.5511095,0.0,0.2970762,0.0318185,0.1714464,0.2540333,0.3852733,0.6748972,0.1316337
25.0,0.1631182,0.3139997,6.644293,0.1134337,9.793655,0.000119037,0.1629992,0.0004469753,0.3135527,0.0,0.07203574,0.03025079,0.1629992,0.241517,0.3662908,0.6748973,0.125148
25.0,0.2312427,0.439104,3.411736,0.05225778,9.793657,5.484641e-05,0.2311879,0.0002059216,0.4388981,0.0,0.09634542,0.04290583,0.2311879,0.3425527,0.519524,0.6748973,0.1775022
25.0,0.1454864,0.2279184,4.814516,0.08108703,9.793653,8.509005e-05,0.1454013,0.0003195306,0.2275989,0.0,0.01215671,0.02698483,0.1454013,0.2154422,0.326745,0.6748972,0.1116367
25.0,0.2284836,0.3912786,3.333251,0.05095165,9.793657,5.347793e-05,0.2284301,0.0002007786,0.3910778,0.0,0.05261129,0.04239403,0.2284301,0.3384665,0.5133269,0.6748972,0.1753848
25.0,0.2519425,0.6555587,3.089722,0.04559873,9.793655,4.785045e-05,0.2518946,0.0001796695,0.655379,0.0,0.282145,0.04674878,0.2518946,0.3732341,0.5660562,0.6748973,0.1934005
25.0,0.2833623,0.6591657,7.555298,0.1250123,9.793655,0.0001311884,0.2832311,0.0004926117,0.6586731,0.0,0.2390076,0.05256447,0.2832311,0.4196655,0.6364754,0.6748973,0.2174601
25.0,0.3488621,0.6232468,3.22927,0.04418483,9.793655,4.636751e-05,0.3488157,0.0001740938,0.6230727,0.0,0.10623,0.06473623,0.3488157,0.5168427,0.7838567,0.6748973,0.2678149
25.0,0.2044253,0.4983457,6.447976,0.1082092,9.793655,0.0001135545,0.2043117,0.0004263838,0.4979193,0.0,0.1951892,0.03791793,0.2043117,0.3027301,0.4591282,0.6748973,0.1568672
25.0,0.2467949,0.3829954,3.35688,0.05063508,9.793653,5.312752e-05,0.2467418,0.0001994971,0.3827959,0.0,0.01719691,0.04579246,0.2467418,0.365599,0.5544767,0.6748973,0.1894442
25.0,0.200274,0.4233315,7.123037,0.1205755,9.793653,0.0001265104,0.2001475,0.0004750342,0.4228565,0.0,0.1262965,0.0371451,0.2001475,0.29656,0.4497703,0.6748972,0.1536699
25.0,0.1882886,0.587766,6.239959,0.1051057,9.793658,0.0001103231,0.1881783,0.0004141882,0.5873518,0.0,0.3085267,0.03492375,0.1881783,0.2788251,0.4228732,0.6748972,0.1444801
25.0,0.4452917,0.6691248,6.521359,0.09975473,9.793655,0.0001046829,0.445187,0.0003930375,0.6687318,0.0,0.009095025,0.08262164,0.445187,0.6596367,1.000422,0.6748972,0.3418072
25.0,0.1149703,0.6156373,8.323656,0.1457335,9.793655,0.0001529326,0.1148174,0.0005742409,0.6150631,0.0,0.4449374,0.02130879,0.1148174,0.1701257,0.2580169,0.6748974,0.08815487
25.0,0.1302893,0.4788431,6.875225,0.1189395,9.793655,0.000124815,0.1301645,0.0004686333,0.4783745,0.0,0.2855088,0.02415705,0.1301645,0.1928657,0.2925049,0.6748971,0.0999381
25.0,0.2404959,0.5857699,8.126901,0.1370813,9.793657,0.0001438806,0.240352,0.0005402185,0.5852297,0.0,0.2290984,0.0446066,0.240352,0.3561312,0.5401177,0.6748973,0.1845383
25.0,0.3548036,0.6263085,6.063414,0.0951543,9.793655,9.985627e-05,0.3547037,0.000374935,0.6259336,0.0,0.1003665,0.06582897,0.3547037,0.525567,0.7970882,0.6748973,0.2723356
25.0,0.1028776,0.5414223,3.29169,0.05530091,9.793658,5.804495e-05,0.1028196,0.0002179242,0.5412044,0.0,0.3888559,0.01908214,0.1028196,0.1523485,0.2310555,0.6748973,0.07894314
25.0,0.1527244,0.6933485,5.041543,0.08489534,9.793655,8.90889e-05,0.1526353,0.0003345145,0.693014,0.0,0.4668532,0.02832737,0.1526353,0.2261608,0.3430012,0.6748973,0.1171909
25.0,0.2697987,0.4672755,4.789778,0.07559235,9.793655,7.932491e-05,0.2697194,0.0002978615,0.4669776,0.0,0.06733258,0.05005684,0.2697194,0.3996451,0.6061119,0.6748973,0.207086
25.0,0.3671282,0.6732843,6.328228,0.09943884,9.793657,0.0001043645,0.3670238,0.0003918725,0.6728924,0.0,0.1290707,0.06811544,0.3670238,0.5438218,0.8247739,0.6748973,0.2817948
25.0,0.2550046,0.6617195,3.62897,0.05521817,9.793653,5.793449e-05,0.2549467,0.0002175538,0.6615019,0.0,0.2837457,0.0473152,0.2549467,0.3777563,0.5729147,0.6748972,0.1957438
25.0,0.4067239,0.6751441,3.018067,0.03801907,9.793656,3.989865e-05,0.406684,0.0001498063,0.6749943,0.0,0.07240775,0.07547592,0.406684,0.6025865,0.913898,0.6748972,0.3122452
25.0,0.3250028,0.5360433,6.148236,0.09789704,9.793654,0.000102722,0.3249001,0.0003856582,0.5356576,0.0,0.05425093,0.06029775,0.3249001,0.4814067,0.7301136,0.6748973,0.2494529
25.0,0.1582952,0.2954951,3.764618,0.06159611,9.793653,6.46289e-05,0.1582306,0.0002426908,0.2952524,0.0,0.06080105,0.02936579,0.1582306,0.2344514,0.3555748,0.6748972,0.1214868
25.0,0.1909452,0.4851522,4.207094,0.06826555,9.793657,7.165146e-05,0.1908735,0.0002690132,0.4848832,0.0,0.2020645,0.03542396,0.1908735,0.2828187,0.42893,0.6748972,0.1465495
25.0,0.1053224,0.6891328,7.023793,0.1226378,9.793655,0.0001286959,0.1051937,0.0004832275,0.6886496,0.0,0.5327833,0.01952275,0.1051937,0.1558662,0.2363907,0.6748973,0.08076597
25.0,0.1216821,0.6140469,5.294679,0.09072978,9.793657,9.522724e-05,0.1215869,0.0003575282,0.6136894,0.0,0.4335332,0.02256514,0.1215869,0.1801561,0.2732293,0.6748972,0.09335237
25.0,0.2653061,0.5392733,3.83797,0.05857635,9.793656,6.147421e-05,0.2652446,0.0002308084,0.5390425,0.0,0.1460277,0.04922638,0.2652446,0.3930148,0.5960562,0.6748972,0.2036504
25.0,0.3581618,0.6424227,3.380483,0.0465395,9.793656,4.884174e-05,0.358113,0.0001833976,0.6422393,0.0,0.1116208,0.06646168,0.358113,0.5306185,0.8047494,0.6748973,0.2749532
25.0,0.2366633,0.511222,8.218362,0.1388896,9.793654,0.000145737,0.2365176,0.0005472334,0.5106748,0.0,0.1602251,0.04389496,0.2365176,0.3504497,0.5315009,0.6748973,0.1815942
25.0,0.2608035,0.697487,6.698264,0.1104424,9.793659,0.0001159328,0.2606876,0.0004352515,0.6970517,0.0,0.3107891,0.04838064,0.2606876,0.3862626,0.5858156,0.6748972,0.2001516
25.0,0.1651611,0.4286219,5.089001,0.08524786,9.793656,8.946505e-05,0.1650716,0.000335912,0.428286,0.0,0.1836982,0.03063542,0.1650716,0.2445878,0.370948,0.6748972,0.1267392
25.0,0.3163004,0.5167616,7.625444,0.1249424,9.793655,0.0001311143,0.3161693,0.0004922599,0.5162693,0.0,0.0477991,0.05867742,0.3161693,0.4684702,0.7104938,0.6748973,0.2427495
25.0,0.1960199,0.6913919,3.451588,0.0544081,9.793655,5.709576e-05,0.1959628,0.0002143799,0.6911775,0.0,0.4008181,0.03636846,0.1959628,0.2903595,0.4403665,0.6748972,0.150457
25.0,0.1489311,0.4592235,3.894271,0.06431907,9.793657,6.750451e-05,0.1488636,0.0002534546,0.45897,0.0,0.2383978,0.02762739,0.1488636,0.2205722,0.3345254,0.6748972,0.114295
25.0,0.4556456,0.6862102,6.580764,0.1004077,9.793655,0.0001053701,0.4555402,0.0003955944,0.6858146,0.0,0.01083742,0.08454308,0.4555402,0.6749772,1.023687,0.6748972,0.3497562
25.0,0.1397548,0.3191873,3.300797,0.05396807,9.793655,5.663391e-05,0.1396982,0.0002126568,0.3189746,0.0,0.1119829,0.02592639,0.1396982,0.2069917,0.3139289,0.6748973,0.1072579
25.0,0.2945572,0.6680599,4.208541,0.06408453,9.793653,6.72409e-05,0.29449,0.0002524925,0.6678074,0.0,0.2314596,0.05465398,0.29449,0.4363478,0.6617762,0.6748973,0.2261045
